movie,release_date,production_budget,domestic_gross,worldwide_gross
la otra conquista,2000-04-19,3500000,886410,886410
american honey,2016-09-30,3500000,663247,2611750
the bronze,2016-03-18,3500000,615816,615816
trolljegeren,2011-06-10,3500000,253444,5706638
ira and abby,2007-09-14,3500000,221096,221096
the masked saint,2016-01-08,3500000,182695,182695
winter passing,2006-02-17,3500000,107492,113783
d.e.b.s.,2005-03-25,3500000,96793,96793
time to choose,2016-06-03,3500000,29233,29233
surveillance,2009-06-26,3500000,27349,1396395
taxman,1999-09-17,3500000,9871,9871
the kick,2011-12-31,3500000,0,40622
the betrayed,2009-06-30,3500000,0,0
the secret,2006-10-01,3500000,0,0
2:13,2011-06-28,3500000,0,0
"batman: the dark knight returns, part 2",2013-01-29,3500000,0,0
in the name of the king iii,2014-03-11,3500000,0,0
wicked blood,2014-03-04,3500000,0,0
dawn patrol,2015-06-05,3500000,0,0
jagten,2013-05-17,3450000,687185,18309793
lords of london,2015-09-01,3440000,0,0
la marche de l'empereur,2005-06-24,3400000,77437223,133276359
high anxiety,1977-12-23,3400000,31063038,31063038
margin call,2011-10-21,3400000,5353586,20433227
choke,2008-09-26,3400000,2926565,4124277
l\'incomparable mademoiselle c.,2004-04-23,3400000,493905,493905
august,2008-07-11,3400000,12636,12636
to write love on her arms,2015-03-03,3400000,0,0
carousel,1956-02-16,3380000,0,3604
whiplash,2014-10-10,3300000,13092006,38969037
bella,2007-10-26,3300000,8093373,12405473
cidade de deus,2003-01-17,3300000,7563397,32059295
human traffic,2000-05-05,3300000,104257,5422740
the dead girl,2006-12-29,3300000,19875,19875
the opposite sex,2015-01-20,3300000,0,50206
a christmas story,1983-11-18,3250000,20605209,20605209
class of 1984,1982-08-20,3250000,6965361,6965361
entre les murs,2009-01-30,3250000,3766810,34114067
dreaming of joseph lees,1999-10-29,3250000,7680,7680
rosemary's baby,1968-06-12,3200000,33395426,33395426
sorry to bother you,2018-07-06,3200000,17493096,18285560
the man who shot liberty valance,1962-04-22,3200000,8000000,8000000
maria full of grace,2004-07-16,3200000,6529624,14441158
beginners,2011-06-03,3200000,5790894,14314407
the meddler,2016-04-22,3200000,4267219,5526942
adam,2009-07-29,3200000,2283291,2834485
feast,2006-09-22,3200000,56131,690872
itâs a wonderful life,1946-12-20,3180000,6600000,10768908
trainspotting,1996-07-19,3100000,16501785,71558971
antiviral,2013-04-12,3100000,0,123407
national lampoon's animal house,1978-07-28,3000000,141600000,141600000
paranormal activity 2,2010-10-20,3000000,84752907,177512032
war room,2015-08-28,3000000,67790117,73975239
the purge,2013-06-07,3000000,64473115,91266581
goldfinger,1964-12-22,3000000,51100000,124900000
sinister,2012-10-12,3000000,48086903,87727807
the original kings of comedy,2000-08-18,3000000,38168022,38236338
the bridge on the river kwai,1957-12-18,3000000,33300000,33300000
coming home,1978-01-01,3000000,32653000,32653000
waking ned devine,1998-11-20,3000000,24793251,55193251
air bud,1997-08-01,3000000,24646936,27788649
bowling for columbine,2002-10-11,3000000,21576018,58240487
a nightmare on elm street part 2: freddy's revenge,1985-11-01,3000000,21163999,21163999
a room with a view,1986-03-07,3000000,20966644,20966644
love and death,1975-06-10,3000000,20123742,20123742
friday the 13th part vi: jason lives,1986-08-01,3000000,19472057,19472057
martin lawrence live: runteldat,2002-08-02,3000000,19184820,19184820
the apartment,1960-06-15,3000000,18600000,24600000
cat on a hot tin roof,1958-09-20,3000000,17570324,17570324
beneath the planet of the apes,1970-05-26,3000000,17489009,17489009
pokemon 3: the movie,2001-04-06,3000000,17052128,68452128
jason goes to hell: the final friday,1993-08-13,3000000,15935068,15935068
spaced invaders,1990-04-27,3000000,15000000,15000000
family plot,1976-04-09,3000000,13200000,13200000
torn curtain,1966-07-16,3000000,13000000,13000000
upgrade,2018-06-01,3000000,11977130,16553285
dave chappelle's block party,2006-03-03,3000000,11718595,12051924
krush groove,1985-10-25,3000000,11052713,11052713
elmer gantry,1960-07-07,3000000,10400000,10400000
next day air,2009-05-08,3000000,10027047,10172519
judgment at nuremberg,1961-12-19,3000000,10000000,10000000
belly,1998-11-04,3000000,9639390,9639390
trippinâ,1999-05-12,3000000,9017070,9017070
red river,1948-08-26,3000000,9012000,9012000
the deep end,2001-08-08,3000000,8823109,9981635
before midnight,2013-05-24,3000000,8110621,23251930
teen wolf too,1987-11-20,3000000,7888000,7888000
the collector,2009-07-31,3000000,7712114,10473836
phantasm ii,1988-07-08,3000000,7282851,7282851
let there be light,2017-10-27,3000000,7233471,7241309
phat girlz,2006-04-07,3000000,7061128,7301115
woman thou art loosed,2004-10-01,3000000,6879730,6879730
real women have curves,2002-10-18,3000000,5853194,7777790
gallipoli,1981-08-28,3000000,5732587,5732587
water,2006-04-28,3000000,5529144,11322573
donât think twice,2016-07-22,3000000,4417983,4417983
swiss army man,2016-06-24,3000000,4210454,5837111
east is east,2000-04-14,3000000,4170647,30438635
whipped,2000-09-01,3000000,4142507,4142507
kama sutra,1997-02-28,3000000,4109095,4109095
frances ha,2013-05-17,3000000,4067398,11262769
please give,2010-04-30,3000000,4033574,4570178
willy wonka & the chocolate factory,1971-06-30,3000000,4000000,4000000
warlock: the armageddon,1993-09-24,3000000,3902679,3902679
8 heads in a duffel bag,1997-04-18,3000000,3602884,4002884
days of heaven,1978-09-13,3000000,3446749,3660880
thirteen conversations about one thing,2002-05-24,3000000,3287435,3705923
compadres,2016-04-22,3000000,3127773,7445044
jawbreaker,1999-02-19,3000000,3076820,3076820
basquiat,1996-08-09,3000000,2962051,2962051
tsotsi,2006-02-24,3000000,2912606,11537539
letters to god,2010-04-09,3000000,2848587,3237452
happiness,1998-10-16,3000000,2746453,5746453
dysfunktional family,2003-04-04,3000000,2255000,2255000
tusk,2014-09-19,3000000,1821983,1887554
the wall,2017-05-12,3000000,1803064,4495262
elephant,2003-10-24,3000000,1266955,10051516
damsels in distress,2012-04-06,3000000,1007535,1324299
oldboy,2005-03-25,3000000,707391,6239723
hobo with a shotgun,2011-05-06,3000000,703372,834953
the d train,2015-05-08,3000000,669688,772366
bachelorette,2012-09-07,3000000,446770,12577401
fish tank,2010-01-15,3000000,374675,5922292
everybody wants to be italian,2008-09-05,3000000,351416,351416
creature,2011-09-09,3000000,331000,331000
the bounce back,2016-12-09,3000000,321910,421404
freeway,1996-08-23,3000000,295493,295493
love's abiding joy,2006-10-06,3000000,252726,252726
dead alive,1993-02-12,3000000,242623,242623
chain letter,2010-10-01,3000000,205842,1022453
tim and eric's billion dollar movie,2012-03-02,3000000,201436,223652
holly,2007-11-09,3000000,163069,163069
the eclipse,2010-03-26,3000000,133411,133411
the grand,2008-03-21,3000000,115879,115879
sommersturm,2006-03-17,3000000,95204,95204
fort mccoy,2014-08-15,3000000,78948,78948
the gambler,1999-08-04,3000000,51773,101773
just looking,2000-10-13,3000000,39852,39852
before we go,2015-09-04,3000000,37151,483938
the divide,2012-01-13,3000000,18000,156362
tanner hall,2011-09-09,3000000,5073,5073
my big fat independent movie,2005-09-30,3000000,4655,4655
demonic,2017-10-10,3000000,0,4668109
ã l\'intã©rieur,2008-04-15,3000000,0,895932
they came together,2014-06-27,3000000,0,82780
open road,2013-05-21,3000000,0,47469
alice in wonderland,1951-07-28,3000000,0,0
barry munday,2010-10-01,3000000,0,0
the deported,2009-12-31,3000000,0,0
never back down 2: the beatdown,2011-09-13,3000000,0,0
awol-72,2015-12-31,3000000,0,0
30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,2013-01-15,3000000,0,0
enter the dangerous mind,2015-02-06,3000000,0,0
something wicked,2015-03-17,3000000,0,0
point blank,1967-09-18,3000000,0,0
iguana,2014-10-27,3000000,0,0
amnesiac,2015-08-14,3000000,0,0
close range,2015-12-11,3000000,0,0
the harvey girls,1946-01-18,2931000,4100000,4100000
cinderella,1950-02-15,2900000,85000000,263591415
central do brasil,1998-11-20,2900000,5969553,17006158
pocketful of miracles,1961-12-19,2900000,5000000,5000000
boynton beach club,2006-03-24,2900000,3127472,3127472
freakonomics,2010-10-01,2900000,101270,172867
griff the invisible,2011-08-19,2900000,20778,25935
some like it hot,1959-03-29,2883848,25000000,25019542
high tension,2005-06-10,2850000,3681066,6435262
young frankenstein,1974-12-15,2800000,86300000,86300000
the omen,1976-06-25,2800000,48570885,48570885
hustle & flow,2005-07-22,2800000,22202809,23591783
friday the 13th part vii: the new blood,1988-05-13,2800000,19170001,19170001
artie lange's beer league,2006-09-15,2800000,475000,475000
the wizard of oz,1939-08-25,2777000,34063405,34305476
diary of the dead,2008-02-15,2750000,952620,5394447
the black stallion,1979-10-17,2700000,37799643,37799643
ulee's gold,1997-06-13,2700000,9054736,15600000
indivisible,2018-10-26,2700000,3511417,3588305
lage raho munna bhai,2006-09-01,2700000,2217561,31517561
sardaar ji,2015-12-31,2700000,0,8200000
rejsen til saturn,2008-12-31,2700000,0,5377665
donovan's reef,1963-06-12,2686000,6600000,6600000
diane,1956-01-12,2660000,0,0
the dress,1998-01-16,2650000,16556,16556
a guy named joe,1943-12-24,2627000,5363000,5363000
blazing saddles,1974-02-07,2600000,119500000,119500000
friday the 13th part iv: the final chapter,1984-04-13,2600000,32980880,32980880
ida,2014-05-02,2600000,3827060,15298355
maurice,1987-01-01,2600000,3147950,3198308
riding giants,2004-07-09,2600000,2276368,3292333
los cronocrã­menes,2008-12-12,2600000,39127,564474
la cara oculta,2011-12-31,2600000,0,7033931
timber falls,2007-12-07,2600000,0,71248
silver medalist,2008-12-31,2600000,0,0
"fat, sick & nearly dead",2011-04-01,2600000,0,0
singin' in the rain,1952-04-10,2540000,7200000,7200000
a haunted house,2013-01-11,2500000,40041683,59922558
2016: obamaâs america,2012-07-13,2500000,33349941,33349941
kevin hart: let me explain,2013-07-03,2500000,32244051,32327255
garden state,2004-07-28,2500000,26782316,36028802
that thing you do!,1996-10-04,2500000,25857416,34557416
halloween ii,1981-10-30,2500000,25533818,25533818
halloween 3: season of the witch,1982-10-22,2500000,14400000,14400000
religulous,2008-10-01,2500000,13011160,13881317
escape from the planet of the apes,1971-01-01,2500000,12300000,12300000
hud,1963-05-29,2500000,10000000,10000000
the spectacular now,2013-08-02,2500000,6852971,6916951
my own private idaho,1991-09-29,2500000,6401336,6401336
before sunrise,1995-01-27,2500000,5274005,5690220
hunt for the wilderpeople,2016-06-24,2500000,5205471,23845533
robot & frank,2012-08-17,2500000,3317468,4934356
sur le seuil,2003-10-03,2500000,2013052,2013052
jesus' son,2000-06-16,2500000,1282084,1687548
saving face,2005-05-27,2500000,1187266,1269705
brick lane,2008-06-20,2500000,1094998,3838486
the lost medallion: the adventures of billy stone,2013-03-01,2500000,549632,549632
my life without me,2003-09-26,2500000,432360,12267275
marilyn hotchkiss' ballroom dancing and charm school,2006-03-31,2500000,349132,497195
super,2011-04-01,2500000,327716,593933
fuel,2008-11-14,2500000,174255,174255
valley of the hearts delight,2010-04-09,2500000,118666,118666
the other end of the line,2008-10-31,2500000,115504,507446
8: the mormon proposition,2010-06-18,2500000,100280,100280
sleep dealer,2009-04-17,2500000,80136,108907
eye of the dolphin,2007-08-24,2500000,72210,72260
underdogs,2013-08-16,2500000,35017,1392649
anatomie,2000-09-08,2500000,9598,9598
the calling,2009-12-31,2500000,0,0
alien uprising,2013-06-21,2500000,0,0
christmas mail,2010-12-31,2500000,0,0
stung,2015-07-03,2500000,0,0
sky sharks,2017-09-01,2500000,0,0
8 days,2015-10-13,2500000,0,0
antibirth,2016-09-02,2500000,0,0
the rise of the krays,2016-02-02,2500000,0,0
not safe for work,2014-12-31,2500000,0,0
go for it!,2011-05-13,2450000,180237,182358
get on the bus,1996-10-16,2400000,5691854,5691854
thr3e,2007-01-05,2400000,1008849,1420418
idiocracy,2006-09-01,2400000,444093,500296
niktã©,2009-12-31,2400000,0,1333891
always woodstock,2014-11-14,2400000,0,0
this is england,2007-07-25,2380000,327919,8739576
bathing beauty,1944-06-27,2361000,3500000,3500000
do you believe?,2015-03-20,2300000,12985600,14304931
show boat,1951-07-17,2300000,11000000,11000000
"dancer, texas pop. 81",1998-05-01,2300000,574838,574838
frontera,2014-09-05,2300000,59696,59696
redemption road,2011-08-26,2300000,29384,29384
the toxic avenger part ii,2015-04-15,2300000,0,0
eden,2016-01-19,2300000,0,0
the brave little toaster,1987-06-19,2300000,0,0
pinocchio,1940-02-09,2289247,84300000,84300000
fantasia,1940-11-13,2280000,83320000,83320000
friday the 13th part 3,1982-08-13,2250000,36690067,36690067
the french connection,1971-10-09,2200000,41158757,41158757
friday the 13th part v: a new beginning,1985-03-22,2200000,21930418,21930418
the last sin eater,2007-02-09,2200000,388390,388390
impact point,2008-12-31,2200000,0,0
the valley of decision,1945-05-03,2160000,9132000,9132000
chicken tikka masala,2005-12-31,2160000,0,37865
jack brooks: monster slayer,2008-10-07,2150000,0,0
the best years of our lives,1946-11-21,2100000,23600000,23600000
bully,2001-07-13,2100000,881824,1381824
elling,2002-05-29,2100000,313436,313436
mi america,2016-10-16,2100000,3330,3330
[rec],2009-07-14,2100000,0,23266821
infected,2012-12-31,2100000,0,0
lies in plain sight,2010-12-31,2100000,0,0
the timber,2015-10-06,2100000,0,0
sharkskin,2016-01-19,2100000,0,0
courageous,2011-09-30,2000000,34522221,35185884
from russia with love,1964-04-08,2000000,24800000,78900000
mad max 2: the road warrior,1982-05-21,2000000,24600832,24600832
notorious,1946-08-15,2000000,24464742,24464742
in the heat of the night,1967-08-02,2000000,24379978,24407647
sleeper,1973-12-17,2000000,18344729,18344729
everything you always wanted to know,1972-08-11,2000000,18016290,18016290
it follows,2015-03-13,2000000,14674077,23250755
eighth grade,2018-07-13,2000000,13539710,14341016
to kill a mockingbird,1962-12-25,2000000,13129846,13129846
silent house,2012-03-09,2000000,12739737,16610760
boys don't cry,1999-10-08,2000000,11540607,20741000
das leben der anderen,2007-02-09,2000000,11284657,81197047
hardcore henry,2016-04-08,2000000,9252038,17187434
lolita,1962-06-13,2000000,9250000,9250000
boom town,1940-08-30,2000000,9172000,9172000
gentleman's agreement,1947-11-11,2000000,7800000,7800000
the hustler,1961-09-25,2000000,7600000,7600000
witchboard,1986-12-31,2000000,7369373,7369373
les triplettes de belleville,2003-11-26,2000000,7301288,17403168
smoke signals,1998-06-26,2000000,6719300,7756617
winter's bone,2010-06-11,2000000,6531503,16131551
meet the mormons,2014-10-10,2000000,6047363,6049171
american splendor,2003-08-15,2000000,6003587,8685632
the florida project,2017-10-06,2000000,5904366,11295324
all saints,2017-08-25,2000000,5802208,5941994
before sunset,2004-07-02,2000000,5792822,11217346
amores perros,2001-03-30,2000000,5383834,20883834
thirteen,2003-08-20,2000000,4601043,9505996
touching the void,2004-01-23,2000000,4593598,15396525
inside job,2010-10-08,2000000,4311834,7799257
alexander's ragtime band,1938-05-24,2000000,4000000,4000000
me and you and everyone we know,2005-06-17,2000000,3885134,9615464
we are your friends,2015-08-28,2000000,3591417,10153415
harsh times,2006-11-10,2000000,3337931,6225304
ghost dog: the way of the samurai,2000-03-03,2000000,3330230,10672492
captive,2015-09-18,2000000,2583301,2791973
full frontal,2002-08-02,2000000,2512846,3438804
hearts beat loud,2018-06-08,2000000,2386254,2420962
the resurrection of gavin stone,2017-01-20,2000000,2303792,2303792
waltz with bashir,2008-12-25,2000000,2283849,13912289
strangers with candy,2006-06-28,2000000,2072645,2077844
night on earth,1992-03-01,2000000,2015000,2022893
nemesis,1993-01-29,2000000,2001124,2001124
shortbus,2006-10-04,2000000,1985292,1985292
son of rambow: a home movie,2008-05-02,2000000,1785505,11263263
"the book of mormon movie, volume 1: the journey",2003-09-12,2000000,1660865,1660865
hamlet,2000-05-12,2000000,1577287,2419669
the diary of a teenage girl,2015-08-07,2000000,1477002,2279959
no end in sight,2007-07-27,2000000,1433319,1433319
locke,2014-04-25,2000000,1370646,2088390
get real,1999-04-30,2000000,1152411,1152411
in the shadow of the moon,2007-09-07,2000000,1134358,2175587
meek's cutoff,2011-04-08,2000000,977772,1869928
the babadook,2014-11-28,2000000,950792,7482387
inside deep throat,2005-02-11,2000000,691880,691880
dinner rush,2001-09-28,2000000,638227,1075504
the virginity hit,2010-09-24,2000000,636706,636706
clockwatchers,1998-05-15,2000000,537948,539961
subway,1985-11-06,2000000,390659,1663296
house of d,2005-04-15,2000000,388532,466106
teeth,2008-01-18,2000000,347578,2350641
stonewall,1996-07-26,2000000,304602,304602
sherrybaby,2006-09-08,2000000,199176,759504
the last five years,2015-02-13,2000000,147299,205298
six-string samurai,1998-09-18,2000000,134624,134624
hum to mohabbt karega,2000-05-26,2000000,121807,121807
it's all gone pete tong,2005-04-15,2000000,120620,2226603
saint john of las vegas,2010-01-29,2000000,102645,102645
24 7: twenty four seven,1998-04-15,2000000,72544,72544
pump,2014-09-19,2000000,72277,72277
roadside romeo,2008-10-24,2000000,55202,2046090
eureka,2001-05-04,2000000,49388,76654
lost river,2015-04-07,2000000,45431,2009644
this thing of ours,2003-07-18,2000000,37227,37227
knock knock,2015-10-09,2000000,36336,6328516
growing up smith,2017-02-03,2000000,35312,35312
super capers,2009-03-20,2000000,30955,30955
return of the living dead 3,1993-01-01,2000000,21000,21000
the missing person,2009-11-20,2000000,17896,17896
the first time,2012-10-19,2000000,17061,17061
london,2006-02-10,2000000,12667,12667
circle,2010-08-27,2000000,10024,10024
eden lake,2008-10-31,2000000,7321,4294373
jerusalema,2010-06-11,2000000,7294,10679
say uncle,2006-06-23,2000000,5361,5361
plush,2013-09-13,2000000,3080,28864
the ghastly love of johnny x,2012-10-26,2000000,2436,2436
lesbian vampire killers,2009-12-29,2000000,0,3620902
grave encounters,2011-09-09,2000000,0,2151887
bone tomahawk,2015-10-23,2000000,0,475846
freeze frame,2004-12-10,2000000,0,105377
stitches,2013-04-01,2000000,0,63555
"to be frank, sinatra at 100",2015-12-31,2000000,0,926
bananas,1971-04-28,2000000,0,0
nine dead,2009-12-31,2000000,0,0
no man's land: the rise of reeker,2008-10-14,2000000,0,0
rockaway,2007-07-07,2000000,0,0
wings,1927-08-12,2000000,0,0
the lady from shanghai,2015-03-17,2000000,0,0
straight a's,2013-03-19,2000000,0,0
the legend of hellâs gate: an american conspiracy,2012-03-30,2000000,0,0
highway,2012-12-31,2000000,0,0
small apartments,2013-02-08,2000000,0,0
coffee town,2013-07-09,2000000,0,0
lucky dog,2014-12-31,2000000,0,0
pendulum,2001-12-31,2000000,0,0
a funny thing happened on the way to the forum,1966-10-16,2000000,0,0
slacker uprising,2008-09-23,2000000,0,0
the walking deceased,2015-03-20,2000000,0,0
true bromance,2011-12-31,2000000,0,0
the curse of downers grove,2015-08-21,2000000,0,0
wind walkers,2015-12-31,2000000,0,0
the dog lover,2016-07-08,2000000,0,0
shark lake,2015-12-01,2000000,0,0
buried,2010-09-24,1987650,1044143,21270290
the marine 4,2015-04-21,1950000,0,0
river's edge,1987-05-08,1900000,4600000,4600000
man on wire,2008-07-25,1900000,2962242,5617067
nowhere boy,2010-10-08,1900000,1445366,7785229
northfork,2003-07-11,1900000,1420578,1445140
brotherly love,2015-04-24,1900000,478595,478595
submarine,2011-06-03,1900000,467602,4581937
the square,2010-04-09,1900000,406216,740932
abcd (any body can dance),2013-02-08,1900000,222098,10137234
chacun sa nuit,2007-06-29,1900000,18435,139317
stranded,2013-07-26,1900000,0,285593
vaalu,2015-12-31,1900000,0,12444
the last exorcism,2010-08-27,1800000,41034350,70165900
carrie,1976-11-16,1800000,25878153,25878153
a nightmare on elm street,1984-11-09,1800000,25504513,25504513
beasts of the southern wild,2012-06-27,1800000,12795746,23265132
dr. strangelove,1964-01-29,1800000,9164370,9230678
battle for the planet of the apes,1973-01-01,1800000,8800000,8800000
a streetcar named desire,1951-09-18,1800000,8000000,8000000
hang 'em high,1968-08-03,1800000,6800000,6800000
el crimen de padre amaro,2002-11-15,1800000,5719000,5719000
songcatcher,2001-06-15,1800000,3050934,3050934
higher ground,2011-08-23,1800000,841056,842693
pom wonderful presents: the greatest movie ever sold,2011-04-22,1800000,638476,783733
travellers and magicians,2005-01-07,1800000,506793,1322161
ed and his dead mother,1993-01-01,1800000,673,673
deadline,2009-12-31,1800000,0,0
sublime,2007-03-13,1800000,0,0
dysfunctional friends,2012-02-03,1800000,0,0
independence daysaster,2013-12-31,1800000,0,0
against the wild,2014-03-11,1800000,0,0
beginnerâs guide to sex,2015-10-20,1800000,0,0
lola rennt,1999-06-18,1750000,7267324,22879194
may,2003-02-07,1750000,145540,634803
i spit on your grave,2010-10-08,1750000,93051,1278471
living dark: the story of ted the caver,2019-04-23,1750000,0,0
in the bedroom,2001-11-23,1700000,35930604,42137871
la misma luna,2008-03-19,1700000,12590147,23271741
conquest of the planet of the apes,1972-06-30,1700000,9700000,9700000
the lunchbox,2014-02-28,1700000,4231500,12231500
grace unplugged,2013-10-04,1700000,2507159,2507159
"happy, texas",1999-10-01,1700000,2039192,2891228
saul fia,2015-12-18,1700000,1777043,9696537
my summer of love,2005-06-17,1700000,1000915,4727375
yes,2005-06-24,1700000,396035,661221
braid,2019-02-01,1660000,0,80745
from here to eternity,1953-08-05,1650000,30500000,30500000
you can't take it with you,1938-09-01,1644000,4000000,4000000
foolish,1999-04-09,1600000,6026908,6026908
she wore a yellow ribbon,1949-07-26,1600000,5400000,5400000
the conversation,1974-04-07,1600000,4420000,4420000
n-secure,2010-10-15,1600000,2595644,2595644
sukkar banat,2008-02-01,1600000,1060591,14253760
out of the dark,1989-12-31,1600000,419428,419428
bubble,2006-01-27,1600000,145382,145382
dil jo bhi kahey...,2005-09-23,1600000,129319,129319
mississippi mermaid,1999-01-15,1600000,27795,2627795
two night stand,2014-09-26,1600000,15600,868081
i love your work,2005-11-04,1600000,3264,3264
the kingâs thief,1955-08-05,1577000,0,0
insidious,2011-04-01,1500000,54009150,99870886
moonlight,2016-10-21,1500000,27854931,65245512
cabin fever,2003-09-12,1500000,21158188,30351664
waitress,2007-05-02,1500000,19097550,22217183
kickboxer,1989-09-08,1500000,14533681,14533681
bloodsport,1988-02-26,1500000,11806119,11806119
mr. smith goes to washington,1939-10-17,1500000,9000000,9000000
unsane,2018-03-23,1500000,7690044,14244931
kids,1995-07-21,1500000,7412216,20412216
the squid and the whale,2005-10-05,1500000,7372734,11191423
kissing jessica stein,2002-03-13,1500000,7025722,9345061
spellbound,1945-10-31,1500000,7000000,7000000
dawn of the dead,1979-04-20,1500000,5100000,55000000
exotica,1994-09-23,1500000,5046118,5046118
the to do list,2013-07-26,1500000,3491669,4128828
the gatekeepers,2013-02-01,1500000,2408553,2592308
buffalo '66,1998-06-26,1500000,2380606,2380606
repo man,1984-03-02,1500000,2300000,2300000
iâm not ashamed,2016-10-21,1500000,2082980,2082980
blood simple,1985-01-18,1500000,1690913,2730877
nueve reinas,2002-04-19,1500000,1222889,12412889
the lords of salem,2013-04-19,1500000,1165881,1541131
31,2016-10-21,1500000,779820,922727
the ballad of jack and rose,2005-03-25,1500000,712294,1126258
unsullied,2016-04-22,1500000,510957,510957
killing zoe,1994-08-31,1500000,418953,418953
the believer,2002-05-17,1500000,406035,1840248
snow angels,2008-03-07,1500000,402858,414404
session 9,2001-08-10,1500000,378176,1619602
mooz-lum,2011-02-11,1500000,362239,372239
i want someone to eat cheese with,2007-09-05,1500000,194568,194568
amigo,2011-08-19,1500000,184705,184705
hatchet,2007-09-07,1500000,175281,240396
my name is bruce,2008-10-31,1500000,173066,173066
the disappearance of alice creed,2010-08-06,1500000,166980,1605139
modern times,1936-02-05,1500000,163245,199747
the salon,2007-05-11,1500000,139084,139084
the square,2013-10-25,1500000,124244,176262
stolen summer,2002-03-22,1500000,119841,119841
road hard,2015-03-06,1500000,113169,113169
forty shades of blue,2005-09-28,1500000,75828,172569
trucker,2009-10-09,1500000,52429,52429
pontypool,2009-05-29,1500000,3865,31916
"me, you and five bucks",2015-09-28,1500000,2105,2105
housebound,2014-10-17,1500000,0,236863
teefa in trouble,2018-07-20,1500000,0,98806
wal-mart: the high cost of low price,2005-11-04,1500000,0,58692
closer to the moon,2014-04-17,1500000,0,5396
fetching cody,2006-03-17,1500000,0,0
the lion of judah,2011-06-03,1500000,0,0
once upon a time in queens,2014-11-11,1500000,0,0
girlhouse,2015-02-13,1500000,0,0
mutant world,2015-05-26,1500000,0,0
#horror,2015-11-20,1500000,0,0
checkmate,2015-09-08,1500000,0,0
snow white and the seven dwarfs,1937-12-21,1488000,184925486,184925486
shalako,1968-01-01,1455000,2620000,2620000
werk ohne autor,2018-11-30,1400000,1303747,4331152
mustang,2015-11-20,1400000,845464,5552584
the holy girl,2005-04-29,1400000,304124,1261792
la chambre bleue,2014-10-03,1400000,260441,1945420
incident at loch ness,2004-09-17,1400000,36830,56073
eddie: the sleepwalking cannibal,2013-04-05,1400000,1632,1632
my girlfriend's boyfriend,2010-05-01,1400000,0,0
kurmanjan datka,2014-12-31,1400000,0,0
batman - the movie,1966-07-06,1377800,0,0
"lock, stock and two smoking barrels",1999-03-05,1350000,3897569,28356188
the ballad of gregorio cortez,1983-08-19,1305000,909000,909000
san francisco,1936-06-26,1300000,2868000,5273000
festen,1998-10-09,1300000,1647780,1647780
trees lounge,1996-10-11,1300000,749741,749741
the girlfriend experience,2009-05-22,1300000,695840,1005840
journey from the fall,2007-03-23,1300000,635305,635305
the basket,2000-05-05,1300000,609042,609042
above and beyond,2015-01-30,1300000,288751,288751
def-con 4,1985-03-15,1300000,210904,210904
neal n' nikki,2005-12-09,1300000,100358,329621
the hebrew hammer,2003-12-19,1300000,77755,90213
los insolitos peces gato,2014-06-13,1300000,11278,54665
simon,2006-04-07,1300000,4055,1738663
forget me not,2011-05-24,1300000,0,13465
the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,2010-06-08,1300000,0,0
the algerian,2015-06-26,1300000,0,0
rebecca,1940-03-21,1288000,6000000,6002370
friday the 13th part 2,1981-04-30,1250000,21722776,21722776
the lost weekend,1945-11-29,1250000,11000000,11000000
c.h.u.d.,1984-08-31,1250000,4700000,4700000
dear white people,2014-10-17,1250000,4404154,5403771
filly brown,2013-04-19,1250000,2850357,2940411
niagara,1953-01-21,1250000,2500000,2500000
bodom,2016-12-31,1250000,0,726460
how green was my valley,1941-10-28,1250000,0,0
da sweet blood of jesus,2015-01-13,1250000,0,0
saw,2004-10-29,1200000,55968727,103880027
"sex, lies, and videotape",1989-08-04,1200000,24741667,36741667
super troopers,2002-02-15,1200000,18492362,23046142
monsoon wedding,2002-02-22,1200000,13876974,27025600
you can count on me,2000-11-10,1200000,9180275,10827356
strangers on a train,1951-07-03,1200000,7000000,7000000
the trouble with harry,1955-10-03,1200000,7000000,7000000
"il buono, il brutto, il cattivo",1967-12-29,1200000,6100000,6100000
the day the earth stood still,1951-09-18,1200000,3700000,3700000
home run,2013-04-19,1200000,2859955,2859955
reservoir dogs,1992-10-23,1200000,2832029,2832029
but i'm a cheerleader,2000-07-07,1200000,2205627,2509344
the wrong man,1956-12-23,1200000,2000000,2000000
the rocky horror picture show,1975-09-26,1200000,1414845,1615976
the blue bird,1976-01-01,1200000,887000,887000
blue like jazz,2012-04-13,1200000,595018,595018
que horas ela volta?,2015-08-28,1200000,376976,3249041
q,1982-11-19,1200000,255000,255000
down & out with the dolls,2003-03-21,1200000,58936,58936
"pink ribbons, inc.",2012-06-01,1200000,26608,26608
blood feast,2018-02-06,1200000,8708,8708
certifiably jonathan,2011-02-11,1200000,7826,7826
la navaja de don juan,2015-09-18,1200000,4254,4254
extreme movie,2008-12-31,1200000,0,81338
the charge of the light brigade,1936-10-20,1200000,0,0
grand theft parsons,2004-06-18,1200000,0,0
below zero,2012-08-28,1200000,0,0
crowsnest,2012-09-07,1200000,0,0
airborne,2012-09-14,1200000,0,0
cotton comes to harlem,2014-09-09,1200000,0,0
bleeding hearts,2015-02-03,1200000,0,0
the wicked within,2013-12-31,1200000,0,0
